Level	Date and Time	Source	Event ID	Task Category
Information	10/12/2022 6:13:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 06:13:27Z] Created session: ff29332f-2f3e-4851-8686-a0a5ed32711e; process: Login; Run Mode: Exclusive"
Information	10/12/2022 6:13:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: ff29332f-2f3e-4851-8686-a0a5ed32711e; process: Login; Run Mode: Exclusive"
Information	10/12/2022 6:13:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: ff29332f-2f3e-4851-8686-a0a5ed32711e; process: Login; Run Mode: Exclusive"
Information	10/12/2022 6:10:17 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 06:10:17Z] Session (ID: 4079e900-3621-4357-a5ee-43b641e2f3e8) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 6:10:17 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 4079e900-3621-4357-a5ee-43b641e2f3e8) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 6:00:23 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 3d3009df-4c76-4b50-883a-1f719f5e7dde"
Information	10/12/2022 6:00:22 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 20e9dc58-5a9a-423c-b702-32fabccc6aec"
Information	10/12/2022 6:00:07 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 20e9dc58-5a9a-423c-b702-32fabccc6aec to collection"
Information	10/12/2022 5:59:52 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 3d3009df-4c76-4b50-883a-1f719f5e7dde to collection"
Information	10/12/2022 5:59:22 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:59:22Z] Session (ID: 4079e900-3621-4357-a5ee-43b641e2f3e8) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:59:22 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 4079e900-3621-4357-a5ee-43b641e2f3e8) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:59:13 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:59:13Z] Created session: 4079e900-3621-4357-a5ee-43b641e2f3e8; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:59:13 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 4079e900-3621-4357-a5ee-43b641e2f3e8; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:59:13 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 4079e900-3621-4357-a5ee-43b641e2f3e8; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Warning	10/12/2022 5:58:47 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:58:47Z] Session (ID: 23ac2fa0-5849-487c-93c2-806dafac43ab) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Warning	10/12/2022 5:58:47 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 23ac2fa0-5849-487c-93c2-806dafac43ab) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Information	10/12/2022 5:58:37 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:58:37Z] Session (ID: 23ac2fa0-5849-487c-93c2-806dafac43ab) started. Process Name: Login"
Information	10/12/2022 5:58:37 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 23ac2fa0-5849-487c-93c2-806dafac43ab) started. Process Name: Login"
Information	10/12/2022 5:58:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:58:27Z] Created session: 23ac2fa0-5849-487c-93c2-806dafac43ab; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:58:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 23ac2fa0-5849-487c-93c2-806dafac43ab; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:58:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 23ac2fa0-5849-487c-93c2-806dafac43ab; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:54:42 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:54:42Z] Session (ID: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:54:42 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:45:26 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 5d19ee33-c815-408a-8139-e631920620ce"
Information	10/12/2022 5:45:26 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page df5fb9a0-ee90-41e6-b8f6-7ab2c71b84e3"
Information	10/12/2022 5:45:10 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page df5fb9a0-ee90-41e6-b8f6-7ab2c71b84e3 to collection"
Information	10/12/2022 5:44:52 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 5d19ee33-c815-408a-8139-e631920620ce to collection"
Information	10/12/2022 5:44:20 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:44:20Z] Session (ID: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:44:20 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:44:09 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:44:09Z] Created session: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:44:09 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:44:09 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: c7bd88c7-dd24-439b-86bf-45ed8bfc7d5d; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Warning	10/12/2022 5:43:47 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:43:47Z] Session (ID: be6bb07e-0fae-4050-9479-21301ebfaa63) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Warning	10/12/2022 5:43:47 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: be6bb07e-0fae-4050-9479-21301ebfaa63) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Information	10/12/2022 5:43:38 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:43:38Z] Session (ID: be6bb07e-0fae-4050-9479-21301ebfaa63) started. Process Name: Login"
Information	10/12/2022 5:43:38 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: be6bb07e-0fae-4050-9479-21301ebfaa63) started. Process Name: Login"
Information	10/12/2022 5:43:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:43:27Z] Created session: be6bb07e-0fae-4050-9479-21301ebfaa63; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:43:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: be6bb07e-0fae-4050-9479-21301ebfaa63; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:43:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: be6bb07e-0fae-4050-9479-21301ebfaa63; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:40:05 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:40:05Z] Session (ID: 6a95aab3-bec8-40d5-bd6b-871ed0096278) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:40:05 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 6a95aab3-bec8-40d5-bd6b-871ed0096278) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:30:23 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 7515db77-d516-4839-892a-da49467c9dd5"
Information	10/12/2022 5:30:23 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page dc214328-4883-4646-b7fa-d2b4c7aa890f"
Information	10/12/2022 5:30:04 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page dc214328-4883-4646-b7fa-d2b4c7aa890f to collection"
Information	10/12/2022 5:29:52 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 7515db77-d516-4839-892a-da49467c9dd5 to collection"
Information	10/12/2022 5:29:24 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:29:24Z] Session (ID: 6a95aab3-bec8-40d5-bd6b-871ed0096278) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:29:24 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 6a95aab3-bec8-40d5-bd6b-871ed0096278) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:29:11 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:29:11Z] Created session: 6a95aab3-bec8-40d5-bd6b-871ed0096278; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:29:11 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 6a95aab3-bec8-40d5-bd6b-871ed0096278; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:29:11 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 6a95aab3-bec8-40d5-bd6b-871ed0096278; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Warning	10/12/2022 5:28:46 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:28:46Z] Session (ID: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Warning	10/12/2022 5:28:46 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Information	10/12/2022 5:28:38 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:28:38Z] Session (ID: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40) started. Process Name: Login"
Information	10/12/2022 5:28:38 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40) started. Process Name: Login"
Information	10/12/2022 5:28:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:28:27Z] Created session: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:28:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:28:27 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 3730c425-2ecd-4cac-9ddc-df5eeb4f7b40; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:25:10 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:25:10Z] Session (ID: 0b95598a-48a4-495e-9fb4-cacce5af17df) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:25:10 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 0b95598a-48a4-495e-9fb4-cacce5af17df) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Warning	10/12/2022 5:18:50 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsDBLoggingEngine
Failed to write to session log (attempt 1): Session: 16611; Message: Error while attempting to log to database: System.Data.SqlClient.SqlException (0x80131904): Login failed for user 'svc-pblueprism-p'.

Server stack trace: 
   at System.Data.SqlClient.SqlInternalConnectionTds..ctor(DbConnectionPoolIdentity identity, SqlConnectionString connectionOptions, SqlCredential credential, Object providerInfo, String newPassword, SecureString newSecurePassword, Boolean redirectedUserInstance, SqlConnectionString userConnectionOptions, SessionData reconnectSessionData, DbConnectionPool pool, String accessToken, Boolean applyTransientFaultHandling, SqlAuthenticationProviderManager sqlAuthProviderManager)
   at System.Data.SqlClient.SqlConnectionFactory.CreateConnection(DbConnectionOptions options, DbConnectionPoolKey poolKey, Object poolGroupProviderInfo, DbConnectionPool pool, DbConnection owningConnection, DbConnectionOptions userOptions)
   at System.Data.ProviderBase.DbConnectionFactory.CreatePooledConnection(DbConnectionPool pool, DbConnection owningObject, DbConnectionOptions options, DbConnectionPoolKey poolKey, DbConnectionOptions userOptions)
   at System.Data.ProviderBase.DbConnectionPool.CreateObject(DbConnection owningObject, DbConnectionOptions userOptions, DbConnectionInternal oldConnection)
   at System.Data.ProviderBase.DbConnectionPool.UserCreateRequest(DbConnection owningObject, DbConnectionOptions userOptions, DbConnectionInternal oldConnection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at BluePrism.AutomateAppCore.clsDBConnection.BeginTransaction(IsolationLevel iso, String name)
   at BluePrism.AutomateAppCore.clsServer.LogToDB(Int32 iSessionNumber, Guid gResourceId, String sResourceName, Guid gStageId, String sStageName, StageTypes iStageType, String sResult, DataType iResultType, LogInfo loginfo, DateTimeOffset startDate, String sAttributeXML, String sProcessName, String sPageName, String sObjectName, String sActionName, Boolean unicode)
   at SyncInvokeLogToDB(Object , Object[] , Object[] )
   at System.ServiceModel.Dispatcher.SyncMethodInvoker.Invoke(Object instance, Object[] inputs, Object[]& outputs)
   at System.ServiceModel.Dispatcher.DispatchOperationRuntime.InvokeBegin(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.ImmutableDispatchRuntime.ProcessMessage5(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.ImmutableDispatchRuntime.ProcessMessage11(MessageRpc& rpc)
   at System.ServiceModel.Dispatcher.MessageRpc.Process(Boolean isOperationContextSet)
   at BluePrism.Server.Domain.Models.ExtensionMethods.RethrowWithStackTrace(Exception this)
   at BluePrism.AutomateAppCore.MyExceptionHandlingMessageInspector.AfterReceiveReply(Message& reply, Object correlationState)
   at System.ServiceModel.Dispatcher.ImmutableClientRuntime.AfterReceiveReply(ProxyRpc& rpc)
   at System.ServiceModel.Channels.ServiceChannel.HandleReply(ProxyOperationRuntime operation, ProxyRpc& rpc)
   at System.ServiceModel.Channels.ServiceChannel.Call(String action, Boolean oneway, ProxyOperationRuntime operation, Object[] ins, Object[] outs, TimeSpan timeout)
   at System.ServiceModel.Channels.ServiceChannelProxy.InvokeService(IMethodCallMessage methodCall, ProxyOperationRuntime operation)
   at System.ServiceModel.Channels.ServiceChannelProxy.Invoke(IMessage message)

Exception rethrown at [0]: 
   at System.Runtime.Remoting.Proxies.RealProxy.HandleReturnMessage(IMessage reqMsg, IMessage retMsg)
   at System.Runtime.Remoting.Proxies.RealProxy.PrivateInvoke(MessageData& msgData, Int32 type)
   at BluePrism.AutomateAppCore.IServer.LogToDB(Int32 iSessionNumber, Guid gResourceId, String sResourceName, Guid gStageId, String sStageName, StageTypes iStageType, String sResult, DataType iResultType, LogInfo loginfo, DateTimeOffset startDate, String sAttributeXML, String sProcessName, String sPageName, String sObjectName, String sActionName, Boolean unicode)
   at BluePrism.AutomateAppCore.clsDBLoggingEngine.DoLog(clsProcessStage stg, String res, DataType resType, clsArgumentList inputs, clsArgumentList outputs, LogInfo loginfo, String objName, String actionName)
ClientConnectionId:d3e956b6-e6e4-4079-8c65-8500db37019f
Error Number:18456,State:1,Class:14; Stage: Make Local File Name; Result: fromGTD_20220625_110354.txt"
Information	10/12/2022 5:15:25 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 9f64e699-1a03-4a3b-8676-f46f9a914daf"
Information	10/12/2022 5:15:24 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 9114f383-3c56-4b53-9177-b1eb5288571f"
Information	10/12/2022 5:15:09 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 9114f383-3c56-4b53-9177-b1eb5288571f to collection"
Information	10/12/2022 5:14:53 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 9f64e699-1a03-4a3b-8676-f46f9a914daf to collection"
Information	10/12/2022 5:14:25 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:14:25Z] Session (ID: 0b95598a-48a4-495e-9fb4-cacce5af17df) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:14:25 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 0b95598a-48a4-495e-9fb4-cacce5af17df) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:14:14 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:14:14Z] Created session: 0b95598a-48a4-495e-9fb4-cacce5af17df; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:14:14 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 0b95598a-48a4-495e-9fb4-cacce5af17df; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 5:14:14 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 0b95598a-48a4-495e-9fb4-cacce5af17df; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Warning	10/12/2022 5:13:48 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:13:48Z] Session (ID: 81ea3e8e-b993-48d3-a9a7-f983fd41706b) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Warning	10/12/2022 5:13:48 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 81ea3e8e-b993-48d3-a9a7-f983fd41706b) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Information	10/12/2022 5:13:39 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:13:39Z] Session (ID: 81ea3e8e-b993-48d3-a9a7-f983fd41706b) started. Process Name: Login"
Information	10/12/2022 5:13:39 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 81ea3e8e-b993-48d3-a9a7-f983fd41706b) started. Process Name: Login"
Information	10/12/2022 5:13:29 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:13:29Z] Created session: 81ea3e8e-b993-48d3-a9a7-f983fd41706b; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:13:29 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 81ea3e8e-b993-48d3-a9a7-f983fd41706b; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:13:29 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 81ea3e8e-b993-48d3-a9a7-f983fd41706b; process: Login; Run Mode: Exclusive"
Information	10/12/2022 5:11:02 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 05:11:02Z] Session (ID: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:11:02 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2) completed. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 5:00:34 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Disconnecting page 3b05c44e-fc26-4b9e-9a64-7b6a0c25870a"
Information	10/12/2022 5:00:13 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.BrowserAutomation.WebPageProvider
Added page 3b05c44e-fc26-4b9e-9a64-7b6a0c25870a to collection"
Information	10/12/2022 4:59:26 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 04:59:26Z] Session (ID: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 4:59:26 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2) started. Process Name: SCL_ HTS_ECCN_Exp_Classif"
Information	10/12/2022 4:59:15 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 04:59:15Z] Created session: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 4:59:15 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Information	10/12/2022 4:59:15 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: a4ed966c-ad05-43f4-ab68-3f91f76ba7e2; process: SCL_ HTS_ECCN_Exp_Classif; Run Mode: Exclusive"
Warning	10/12/2022 4:58:49 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 04:58:49Z] Session (ID: 97aae938-920a-41a7-aa0e-46ff58d3882a) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Warning	10/12/2022 4:58:49 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 97aae938-920a-41a7-aa0e-46ff58d3882a) terminated. Process Name: Login; Reason: Invalid Login State : The machine must be logged out to accept a login request"
Information	10/12/2022 4:58:39 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 04:58:39Z] Session (ID: 97aae938-920a-41a7-aa0e-46ff58d3882a) started. Process Name: Login"
Information	10/12/2022 4:58:39 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Session (ID: 97aae938-920a-41a7-aa0e-46ff58d3882a) started. Process Name: Login"
Information	10/12/2022 4:58:29 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.Resources.ResourceRunnerBase
[2022-10-12 04:58:29Z] Created session: 97aae938-920a-41a7-aa0e-46ff58d3882a; process: Login; Run Mode: Exclusive"
Information	10/12/2022 4:58:29 AM	Blue Prism Resource (Port 8181)	0	None	"BluePrism.AutomateAppCore.clsListener
Created session: 97aae938-920a-41a7-aa0e-46ff58d3882a; process: Login; Run Mode: Exclusive"
